Type	Filename	Filename with path	Line	Column	Column(0 indexed)	Message level	Message number	Message number (4 digits)	Message text	Message help file	Verbose text	Rule	Group id
++  WARNING ++	matrix_multiply.h	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\inc\matrix_multiply.h	40	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	19	1	0	1	857	0857	 [L] Number of macro definitions exceeds 1024 - program does not conform strictly to ISO:C90.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\0857.html		Dir-1.1	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	30	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	31	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	32	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	33	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	42	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	44	0	4294967295	1	5209	5209	 Use of basic type 'float'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	44	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	45	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	60	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	63	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	65	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	93	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	96	5	4	1	3200	3200	 'printf' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	96	5	4	1	5124	5124	 The Standard Library input/output functions shall not be used	C:\Vector\tools\PRQA\doc-en_US\messages\5124.html		Rule-21.6	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	99	30	29	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3397.html		Rule-12.1	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	99	30	29	1	3390	3390	 Expression is equivalent to: "(i < (data.row)) && (i < 4)"	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3390.html		CMN-0.5	CMN-0
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	102	34	33	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3397.html		Rule-12.1	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	102	34	33	1	3390	3390	 Expression is equivalent to: "(j < (data.col)) && (j < 4)"	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3390.html		CMN-0.5	CMN-0
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	105	13	12	1	5124	5124	 The Standard Library input/output functions shall not be used	C:\Vector\tools\PRQA\doc-en_US\messages\5124.html		Rule-21.6	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	105	13	12	1	3200	3200	 'printf' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	110	5	4	1	3200	3200	 'printf' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	110	5	4	1	5124	5124	 The Standard Library input/output functions shall not be used	C:\Vector\tools\PRQA\doc-en_US\messages\5124.html		Rule-21.6	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	139	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	139	9	8	1	2981	2981	 This initialization is redundant. The value of this object is never used before being modified.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\2981.html		Rule-2.2	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	149	18	17	0	1585	1585	 Next set here.			CMN-0.5	CMN-0
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	139	15	14	1	2981	2981	 This initialization is redundant. The value of this object is never used before being modified.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\2981.html		Rule-2.2	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	152	22	21	0	1585	1585	 Next set here.			CMN-0.5	CMN-0
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	142	31	30	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3397.html		Rule-12.1	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	142	31	30	1	3390	3390	 Expression is equivalent to: "((private_key.row) == (-1)) && ((private_key.col) == (-1))"	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3390.html		CMN-0.5	CMN-0
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	155	55	54	1	4542	4542	 A non-negative constant expression of 'essentially signed' type (signed short) is being used as the right-hand operand of this bitwise operator (&).	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\4542.html		Rule-10.1	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	178	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	178	13	12	1	2889	2889	 This function has more than one 'return' path.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\2889.html		Rule-15.5	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	195	12	11	0	1572	1572	 Return statement here.			CMN-0.5	CMN-0
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	191	16	15	0	1572	1572	 Return statement here.			CMN-0.5	CMN-0
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	185	5	4	1	4538	4538	 An expression of 'essentially signed' type (signed int) is being used as the  operand of this logical operator (!).	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\4538.html		Rule-10.1	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	185	5	4	1	4413	4413	 An expression of 'essentially character' type (char) is being converted to signed type, 'int' on assignment.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\4413.html		Rule-10.3	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	185	5	4	1	3344	3344	 Controlling expression is not an 'essentially Boolean' expression.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3344.html		Rule-14.4	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	185	5	4	1	1338	1338	 The parameter 'inData' is being modified.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\1338.html		Rule-17.8	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	185	5	4	1	3440	3440	 Using the value resulting from a ++ or -- operation.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3440.html		Rule-13.3	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	185	19	18	1	3432	3432	 Simple macro argument expression is not parenthesized.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3432.html		Rule-20.7	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	185	27	26	1	3432	3432	 Simple macro argument expression is not parenthesized.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3432.html		Rule-20.7	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	185	39	38	1	3432	3432	 Simple macro argument expression is not parenthesized.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3432.html		Rule-20.7	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	185	44	43	1	3432	3432	 Simple macro argument expression is not parenthesized.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3432.html		Rule-20.7	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	213	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	213	0	4294967295	1	5209	5209	 Use of basic type 'float'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	216	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	219	13	12	1	4532	4532	 An expression of 'essentially signed' type (signed int) is being used as the left-hand operand of this bitwise operator (|).	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\4532.html		Rule-10.1	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	219	13	12	1	2986	2986	 This operation is redundant. The value of the result is always that of the right-hand operand.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\2986.html		Rule-2.2	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	216	9	8	0	1575	1575	 Variable 'ret_val' previously seen here. (Specimen value: '0').			CMN-0.5	CMN-0
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	222	13	12	1	4532	4532	 An expression of 'essentially signed' type (signed int) is being used as the left-hand operand of this bitwise operator (|).	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\4532.html		Rule-10.1	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	225	13	12	1	4532	4532	 An expression of 'essentially signed' type (signed int) is being used as the left-hand operand of this bitwise operator (|).	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\4532.html		Rule-10.1	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	228	13	12	1	4532	4532	 An expression of 'essentially signed' type (signed int) is being used as the left-hand operand of this bitwise operator (|).	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\4532.html		Rule-10.1	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	228	48	47	1	1340	1340	 Storing the address of the parameter 'Info' in a constant pointer.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\1340.html		Rule-17.8	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	250	0	4294967295	1	5209	5209	 Use of basic type 'float'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	250	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
